Incoming Attempts,Normal Term Seizures,Answered Calls,Normal Not Answer Calls,Outgoing Seizures,FEV Seizures,Network Conversation Minutes,NER,ACD
108239,93317,35206,58111,118985,8428,116228.6833,84.40623389,3.301388494
1116,3205,2580,625,3450,201,345.433333,98.64573715,0.133888889
142,117,105,12,193,10,500.666667,63.93442623,4.768253971
9375,1851,1132,719,4781,2903,1074.15,98.56230032,0.94889576
46,36,28,8,40,0,61.2,90,2.185714286
2780,1893,1159,734,2195,227,6460.95,96.18902439,5.574590164
1249,845,382,463,900,29,5791.1,97.01492537,15.15994764
34856,24978,15304,9674,26972,571,41740.36667,94.61005265,2.727415491
500,527,522,5,545,4,134.933333,97.41219963,0.258492975
3447,2083,1593,490,2781,682,1116.983333,99.23773225,0.701182255
28,19,6,13,21,0,3.733333,90.47619048,0.622222167
1380,655,334,321,803,20,1715.35,83.65261814,5.135778443
26474,20644,8625,12019,21584,39,15091.36667,95.81805523,1.749723672
115896,61309,24704,36605,70451,296,125599.7333,87.39077756,5.084186097
395,626,429,197,756,8,13.1,83.68983957,0.030536131
2917,841,482,359,1173,329,487.466667,99.64454976,1.011341633
159,119,83,36,122,0,661.733333,97.54098361,7.972690759
61278,45025,25865,19160,45814,184,65201.75,98.6741179,2.520848637
94645,67044,27950,39094,72876,686,85103.65,92.87158886,3.044853309
1892,1815,576,1239,1935,44,51.016667,95.98096245,0.088570602
5366,2158,1610,548,2865,377,902.566667,86.73633441,0.560600414
687,489,13,476,628,1,35.65,77.99043062,2.742307692
19265,17404,7748,9656,18323,362,22036.46667,96.89883637,2.844149028
242087,164711,58602,106109,178339,11541,56739.36667,98.74878596,0.968215533
150559,116989,64105,52884,124683,4054,58434.71667,96.98248348,0.911546941
467,2247,1390,857,2285,23,92.9,99.33687003,0.066834532
115351,81022,35265,45757,106019,24399,13473.96667,99.26733644,0.382077603
4364,13,6,7,13,0,3.933333,100,0.6555555
49,25,20,5,27,2,153.316667,100,7.66583335
49666,48561,40686,7875,50434,880,28341.11667,97.99612544,0.696581543
230173,229648,122456,107192,265658,20717,704803.25,93.75645564,5.755563223
25,24,20,4,26,1,30.533333,96,1.52666665
6846437,3440331,422588,3017743,5716663,1884917,1051223.717,89.78494399,2.487585347
7541396,4401573,1592007,2809566,5723758,1049280,3684511.783,94.16180801,2.314381647
10286,8723,6392,2331,10787,256,444.9,82.83163992,0.069602628
88,51,11,40,88,30,1.583333,87.93103448,0.143939364
70379,15065,8718,6347,15342,264,8176.016667,99.91378167,0.937831689
7519,12,5,7,15,1,53.633333,85.71428571,10.7266666
106,68,45,23,68,0,170.083333,100,3.779629622
351,173,108,65,194,2,975.983333,90.10416667,9.036882713
9176,7604,5615,1989,7829,13,6387.3,97.28761515,1.137542297
556773,435502,40959,394543,535730,1180,71959.56667,81.47076981,1.75686825
460,1286,460,826,1536,26,402.033333,85.16556291,0.873985507
14193,11410,6634,4776,12789,1013,1442.233333,96.8919837,0.217400261
395,306,177,129,336,8,168.366667,93.29268293,0.951224107
4735,594,328,266,1168,94,1307.05,55.30726257,3.984908537
134203,96617,52026,44591,107360,10090,111164.5833,99.32867277,2.136712093
1134257,1070496,602489,468007,1159243,19526,599021.45,93.92647473,0.994244625
794,3315,1829,1486,3394,52,89.316667,99.19210054,0.048833607
25841,19733,6242,13491,23224,3444,2666.55,99.76238625,0.427194809
9724,27286,468,26818,27303,16,562.716667,99.99633525,1.202386041
10699,9787,6927,2860,9950,156,35734.01667,99.92852767,5.158656946
809448,543169,200186,342983,554020,4200,706637.5333,98.79033138,3.529904855
2274029,1868495,782390,1086105,2019886,117193,2663821.367,98.20265277,3.404723177
1097,3088,1557,1531,3263,139,140.016667,98.84763124,0.089927211
1261,1167,394,773,1307,134,738.483333,99.48849105,1.87432318
585,6,6,0,6,0,28.916667,100,4.8194445
7737,5384,2080,3304,5497,42,8966.066667,98.6984418,4.310608975
158232,18660,7385,11275,21981,566,24985.45,87.13518562,3.383270142
26,44,42,2,45,1,12.166667,100,0.289682548
336,19,10,9,25,6,6.166667,100,0.6166667
224,103,36,67,110,7,4.283333,100,0.118981472
6471,561,461,100,584,3,1650.55,96.55765921,3.580368764
8461,4392,3117,1275,5753,1043,9524.116667,93.24840764,3.055539515
212611,119285,72030,47255,176344,44661,76070.25,90.58496541,1.056091212
1095,376,297,79,450,50,53.583333,94,0.180415263
15741,12837,10198,2639,16308,3285,2054.2,98.57175766,0.201431653
303,78,23,55,103,20,15.883333,93.97590361,0.690579696
630,121,41,80,155,25,161.2,93.07692308,3.931707317
85932,21633,10036,11597,30354,515,20255.18333,72.49907839,2.018252624
158677,104404,50957,53447,115168,6301,25023.48333,95.90050245,0.491070576
14,1253,1240,13,1269,5,160.083333,99.12974684,0.129099462
30215,20360,8466,11894,27310,6779,3546.25,99.16711315,0.418881408
307,245,161,84,252,1,881.4,97.60956175,5.474534161
4605,3675,2560,1115,3908,78,19029.03333,95.95300261,7.433216146
39525,1061,468,593,1182,55,1475.666667,94.14374445,3.153133904
200097,156909,34734,122175,170358,1723,124999.3,93.04652059,3.598759141
467,849,757,92,862,1,97.283333,98.60627178,0.128511668
45,16,3,13,83,5,1.483333,20.51282051,0.494444333
88477,66867,33338,33529,104528,2116,11725.21667,65.29215326,0.351707261
2,2,2,0,2,0,8.333333,100,4.1666665
111,102,59,43,107,4,128.35,99.02912621,2.175423729
180,137,94,43,146,9,108.2,100,1.15106383
17688,17021,11597,5424,18466,262,18853.05,93.50142826,1.625683366
10,65,16,49,66,1,0,100,0
499,486,464,22,500,11,117.433333,99.38650307,0.25308908
380,8,7,1,9,0,36.483333,88.88888889,5.211904714
7,5,5,0,6,1,2.233333,100,0.4466666
47626,46814,45105,1709,48076,143,12408.75,97.66549142,0.275108081
292440,163459,124339,39120,185796,13890,1574527.017,95.08626808,12.66317902
11069887,4277241,904335,3372906,4674170,342750,2572455.383,98.74916309,2.844582354
42448582,23619825,9283001,14336824,31285146,5632784,12834807.73,92.07660877,1.382614063
3418,17381,15470,1911,17812,255,557.833333,98.99755083,0.036059039
31,14,7,7,17,2,22,93.33333333,3.142857143
142011,74753,31392,43361,107286,28442,61549.53333,94.81127289,1.960675756
49,1,1,0,1,0,0.233333,100,0.233333
444,25,21,4,26,1,66.5,100,3.166666667
6026,2768,1813,955,3167,129,6259.333333,91.11257406,3.452472881
63974,28266,16491,11775,33456,1818,62635.75,89.34193059,3.798177794
281,281,277,4,285,1,64.566667,98.94366197,0.233092661
78,1,1,0,1,0,1.333333,100,1.333333
12,2,2,0,2,0,5.783333,100,2.8916665
1270,877,488,389,1139,49,1522.65,80.4587156,3.120184426
84433,52144,24977,27167,54748,1947,60075.46667,98.75570538,2.40523148
465868,327493,132091,195402,349001,9177,304943.9,96.37135694,2.308589533
1054,1746,1079,667,1803,21,175.4,97.97979798,0.162557924
4590,1532,1255,277,2040,502,392.35,99.60988296,0.312629482
18,10,7,3,11,1,15.2,100,2.171428571
2477,1631,1432,199,1807,112,20472.58333,96.22418879,14.29649674
1078,644,315,329,730,50,1097.583333,94.70588235,3.484391533
43353,25149,16829,8320,34129,6220,41665.26667,90.11071697,2.475801692
134,192,124,68,234,42,13.533333,100,0.109139782
22,24,20,4,24,0,231.483333,100,11.57416665
855,193,146,47,322,127,186.533333,98.97435897,1.277625568
87,42,13,29,81,39,44.783333,100,3.444871769
1586,835,283,552,1264,424,1934.483333,99.4047619,6.835630152
7686,5203,2040,3163,9246,104,4692.483333,56.91314811,2.300236928
102420,79210,37894,41316,95963,14311,132855.4667,97.00925881,3.50597632
883,998,928,70,1011,10,144.266667,99.7002997,0.15545977
5792,4920,2191,2729,5270,340,5501.616667,99.79716024,2.511007151
10,2,1,1,2,0,10.666667,100,10.666667
1066,554,301,253,743,106,1222.833333,86.97017268,4.062569213
9781,4619,1826,2793,5966,129,6542.7,79.13311633,3.583077766
14050,10395,3248,7147,11889,930,5830.75,94.85354503,1.79518165
377,443,383,60,448,3,8.216667,99.5505618,0.021453439
6290,3271,1935,1336,5007,1730,1231.983333,99.81690571,0.636683893
86,18,1,17,32,0,1.833333,56.25,1.833333
3831,3660,1976,1684,4853,9,31414.05,75.55739059,15.89779858
41064,24134,6098,18036,29070,158,27856.6,83.47399004,4.568153493
4,5,5,0,5,0,0.516667,100,0.1033334
3130,5250,66,5184,5275,25,34.816667,100,0.527525258
3302,1,1,0,1,0,4.416667,100,4.416667
8,2,1,1,2,0,0.3,100,0.3
1399,1116,684,432,1256,3,1760.983333,89.06624102,2.574537037
19780,11823,7713,4110,13246,119,73713.5,90.06627562,9.557046545
67,25,14,11,28,3,79.266667,100,5.661904786
1248006,973725,400566,573159,1133048,9796,896053.55,86.68802726,2.236968564
1168972,920790,448778,472012,1085751,13974,3024494.617,85.91246127,6.739400364
2556,10279,4606,5673,11284,90,652.25,91.8259782,0.141608771
61483,50534,31886,18648,53399,1843,13278.63333,98.0176895,0.416440862
11297,679,40,639,981,3,115.4,69.42740286,2.885
51496,24681,10401,14280,28791,245,25412.98333,86.4604498,2.443321155
23424,19808,6060,13748,22555,1168,7346.566667,92.61701033,1.212304731
476261,192477,23332,169145,393404,2186,41317.25,49.19942334,1.770840477
276,1276,1045,231,1296,9,202.616667,99.14529915,0.193891547
12519,7807,1524,6283,9772,1667,1901.433333,96.32325725,1.247659667
2603,15,4,11,15,0,33.716667,100,8.42916675
10,9,5,4,10,0,8.033333,90,1.6066666
523,191,55,136,335,143,112.4,99.47916667,2.043636364
11275,3385,1443,1942,5200,1693,3687.5,96.52124323,2.555440055
142595,120870,25324,95546,128431,3027,17765.53333,96.38448534,0.701529511
539702,293800,64304,229496,351688,49879,94791.9,97.34633493,1.474121361
405,3563,3219,344,3648,55,124.466667,99.16504314,0.038666253
25270,27111,4193,22918,27336,162,1641.45,99.76816074,0.391473885
3500,3354,32,3322,3390,0,68.183333,98.9380531,2.130729156
32225,27925,9755,18170,28144,17,22526.01667,99.28182885,2.309176491
208538,203112,67502,135610,204070,144,193449.45,99.6008356,2.865832864
333000,310320,88024,222296,316683,470,315832.6833,98.13638275,3.588029212
371,383,348,35,391,5,82.116667,99.22279793,0.235967434
7438,3596,2717,879,5684,2077,2086.116667,99.69503743,0.767801497
26984,27,18,9,58,23,136.516667,77.14285714,7.584259278
220,1,1,0,1,0,0,100,0
3095,3,2,1,52,45,1.2,42.85714286,0.6
292,239,131,108,312,21,377.116667,82.13058419,2.878753183
6051,3419,1740,1679,3585,28,8646.216667,96.12032612,4.969090039
2046345,1921273,329587,1591686,1995663,17007,988516.5833,97.09990013,2.999258415
13479292,12837202,2851431,9985771,13789678,281318,8695038.583,95.03153603,3.049359631
754,37205,10930,26275,39355,680,378.983333,96.19909502,0.034673681
388146,124188,46299,77889,133183,6539,63706.7,98.0607056,1.375984363
16,9,9,0,13,4,80.233333,100,8.914814778
5814,4973,3542,1431,5605,462,44770.06667,96.69453626,12.63977037
51225,6322,4071,2251,9592,3261,14190.46667,99.85784236,3.485744698
143916,65018,24002,41016,80093,10868,92506.23333,93.92271578,3.854105213
40,49,30,19,59,6,2.466667,92.45283019,0.082222233
8814,3605,2636,969,5961,2222,1867.433333,96.41615405,0.708434497
45154,47,42,5,47,0,26.1,100,0.621428571
49,38,21,17,42,3,14.816667,97.43589744,0.705555571
16716263,2800330,1572296,1228034,9484903,5584650,385902.5333,71.79867562,0.245438857
763177,684949,630765,54184,750483,30005,2966779.85,95.06869051,4.703463017
16,9,8,1,11,2,50.016667,100,6.252083375
935311,579216,412523,166693,869179,200048,918174.1333,86.56242201,2.225752584
162474,100255,68649,31606,117482,11755,424343.8333,94.82440625,6.181354912
7821411,6856903,4294299,2562604,7707794,273950,19059642.72,92.23899506,4.438359489
5950,11890,7739,4151,21975,6967,712.533333,79.22441365,0.092070466
2725,1750,300,1450,2604,30,66.266667,67.98756799,0.22088889
6814,2525,1598,927,2787,124,1534.35,94.81787458,0.960168961
37,28,26,2,28,0,37.033333,100,1.424358962
798,656,319,337,731,60,1482.016667,97.76453055,4.645820273
1790,904,108,796,1320,21,340.016667,69.59199384,3.148302472
70011,6176,2797,3379,8041,1208,9749.333333,90.38489682,3.485639375
261,280,258,22,303,11,65.933333,95.89041096,0.255555554
698,490,437,53,547,57,147.166667,100,0.336765828
73015,69904,68834,1070,72454,2515,14005.95,99.94995639,0.2034743
1145443,1923258,163909,1759349,2039202,104449,49938.35,99.40586731,0.30467119
397636,376765,335579,41186,394523,6616,346828.1167,97.12766204,1.033521516
57,47,39,8,54,7,188.033333,100,4.821367513
1232023,802963,157020,645943,1056987,141449,342440.7833,87.70395112,2.180873668
4099865,1907418,562885,1344533,2270364,267535,1445517.267,95.23618841,2.568050786
5200,17324,6930,10394,18497,1014,3327.033333,99.0905451,0.48009139
8,2,1,1,2,0,0.4,100,0.4
1904,1891,1864,27,1941,7,710.083333,97.77662875,0.380945994
1388,1385,1381,4,1387,0,3337.883333,99.85580389,2.417004586
322567,72188,21818,50370,83724,3114,16974.06667,89.55216474,0.777984539
66,10,8,2,13,3,15.633333,100,1.954166625
3202,1078,800,278,1356,261,2249.883333,98.44748858,2.812354166
48382,44300,31344,12956,45876,1512,70446.88333,99.85573889,2.247539667
225162,125658,91029,34629,134296,8348,183867.3167,99.76974624,2.019876267
358,829,794,35,835,6,78.366667,100,0.098698573
4636,3753,1556,2197,3967,200,1235.9,99.62835147,0.794280206
126,113,44,69,117,0,49.483333,96.58119658,1.124621205
1068,181,74,107,219,10,456,86.60287081,6.162162162
7576,3190,487,2703,5408,18,957.833333,59.18367347,1.966803559
406790,345030,100689,244341,369773,1436,152221.5333,93.67237068,1.511799038
574,5532,5344,188,5618,9,814.416667,98.62720628,0.152398328
984,150,54,96,178,24,52.033333,97.4025974,0.963580241
227878,151,33,118,351,179,105.366667,87.79069767,3.192929303
1453,1124,442,682,1381,55,1008.516667,84.76621418,2.281711916
67393,60633,26504,34129,68387,3189,110163.5333,92.99825148,4.156487071
2149338,1411562,400570,1010992,1510878,70100,688687.35,97.97220668,1.719268418
2775230,2657315,750386,1906929,2800068,50071,1424839.517,96.62974178,1.898808769
940,53283,17051,36232,54123,199,1078.066667,98.81128996,0.063226008
1042126,920830,371121,549709,974159,49467,340803.9667,99.58234742,0.918309572
5,1,1,0,1,0,0.266667,100,0.266667
201,143,135,8,146,0,67.233333,97.94520548,0.498024689
1507,1209,1178,31,1255,0,605.766667,96.33466135,0.514233164
1,7,7,0,7,0,0,100,0
177,71,64,7,71,0,20.183333,100,0.315364578
124,98,28,70,104,5,113.366667,98.98989899,4.048809536
762,564,162,402,574,1,491.35,98.42931937,3.033024691
80004,76006,19061,56945,80313,2263,81039.68333,97.38116592,4.251596628
17676,16106,5193,10913,17096,544,12590.95,97.30546158,2.424600424
1,37,30,7,38,1,0,100,0
179,265,80,185,269,4,72.7,100,0.90875
5,5,5,0,5,0,3.533333,100,0.7066666
73137,72165,71411,754,72527,290,24521.26667,99.90032809,0.343382205
369828,356045,344406,11639,361141,3208,525402.1167,99.47252698,1.525531253
710729,324471,151220,173251,452058,119375,418977.7167,97.53158412,2.770650157
3309065,2794909,1432722,1362187,3736613,349982,2872480.233,82.52770969,2.004911095
2522,6695,4791,1904,8113,1184,820.883333,96.62288931,0.171338621
22,12,1,11,16,4,2.033333,100,2.033333
616,196,28,168,643,27,1434.016667,31.81818182,51.21488096
27646,10512,144,10368,21696,7522,86.516667,74.16396218,0.600810188
6403,15,15,0,17,0,75.5,88.23529412,5.033333333
77,77,76,1,77,0,518.35,100,6.820394737
291,1,1,0,24,23,0.5,100,0.5
5557,10,1,9,1158,1135,9.9,43.47826087,9.9
2451,392,375,17,2018,1621,305.366667,98.74055416,0.814311112
12686,12764,3415,9349,13943,95,11587.78333,92.17215482,3.393201562
59089,51672,32497,19175,56696,499,128405.8333,91.94796875,3.951313455
624339,586343,28316,558027,607882,4231,65274,97.13278036,2.305198474
2153312,1931878,236644,1695234,2034825,9191,657449.1167,95.37152319,2.778220097
1638,8177,6035,2142,8342,56,689.083333,98.68452812,0.114181165
201,58,1,57,280,76,0.133333,28.43137255,0.133333
103402,53566,46038,7528,68740,10457,11821.26667,91.90673095,0.256771942
785,701,99,602,792,3,109.933333,88.84664132,1.110437707
4334,5333,235,5098,5642,4,226.85,94.59028024,0.965319149
678,95,61,34,100,0,250.783333,95,4.11120218
9,9,5,4,9,0,4.85,100,0.97
13362,14508,10726,3782,14785,76,2748.8,98.6334897,0.256274473
683023,161282,50329,110953,219992,880,301654.2,73.60710504,5.993645811
27,7,6,1,12,5,3.666667,100,0.611111167
18669371,17788894,5135575,12653319,18227080,164823,26782082.08,98.48655127,5.215011383
3715034,3575879,1058690,2517189,3962541,34481,5453529.45,91.03422555,5.151205216
21941,14229,7987,6242,14705,148,1411.35,97.74678849,0.176705897
141229,87613,33477,54136,104014,11131,57349.98333,94.32619532,1.71311597
484,17,9,8,26,7,6.583333,89.47368421,0.731481444
1458,654,414,240,766,33,3229.7,89.22237381,7.801207729
12568,4237,2227,2010,5039,297,7829.55,89.35048503,3.515738662
262,248,210,38,260,0,55.766667,95.38461538,0.265555557
85,25,16,9,40,15,3.233333,100,0.202083313
4,3,1,2,4,1,0.733333,100,0.733333
56,7,5,2,9,2,5.316667,100,1.0633334
1896,337,165,172,359,10,742,96.56160458,4.496969697
29902,19711,7784,11927,19836,114,23827.36667,99.94422472,3.061069716
225737,126582,52911,73671,128693,1808,89143.1,99.76120109,1.684774433
675,780,587,193,782,1,73.133333,99.87195903,0.124588302
4329,221,105,116,221,0,68.666667,100,0.653968257
2,1,1,0,1,0,0.983333,100,0.983333
12128,11950,11822,128,11951,0,2242.766667,99.9916325,0.189711273
19939,18121,16187,1934,18351,200,118286.5833,99.83471985,7.307504994
1,1,1,0,1,0,0.55,100,0.55
45323,41756,22892,18864,42695,531,116132.25,99.03234987,5.073049537
462886,295088,168407,126681,317679,7113,424692.1,95.01619624,2.521819758
491,1109,967,142,1115,2,115.05,99.64061096,0.118976215
21802,19608,11353,8255,20226,214,10081.78333,97.98121127,0.888028128
43,50,13,37,53,3,24.116667,100,1.855128231
3,3,3,0,3,0,1.266667,100,0.422222333
671,45,22,23,48,0,69.633333,93.75,3.1651515
3606,611,269,342,835,112,862.133333,84.50899032,3.204956628
57189,55869,28105,27764,59990,2178,27877.25,96.63910607,0.99189646
272,515,328,187,519,0,66.45,99.22928709,0.202591463
10987,9764,9655,109,9764,0,3254.383333,100,0.33706715
12,2,1,1,4,2,0.883333,100,0.883333
2892,1360,897,463,1521,88,10135.76667,94.90579204,11.29962839
347582,207013,95551,111462,247706,33153,603283.6333,96.48571682,6.313734376
317416,180289,86595,93694,218420,28854,568225.5,95.10618993,6.561874242
1044,906,827,79,946,32,84.85,99.12472648,0.102599758
6574,562,333,229,980,392,639.716667,95.57823129,1.921071072
26028,1,1,0,1,0,0.4,100,0.4
79,54,38,16,56,1,33.416667,98.18181818,0.879385974
4178,2761,2437,324,2836,51,719.833333,99.13824057,0.295376829
48890,36094,31021,5073,37547,655,142576.25,97.83692942,4.59612037
79,30,25,5,33,2,336.283333,96.77419355,13.45133332
1520283,988720,433816,554904,1133356,122091,1746989.117,97.77061403,4.027027857
1163605,798525,440665,357860,920984,97654,2486681.267,96.98723477,5.643019679
1181,10115,5088,5027,10155,34,187.633333,99.94071732,0.03687762
35903,24300,10364,13936,26864,1810,46708.3,96.99050052,4.506783095
1843155,1390897,293452,1097445,1407068,13400,985838.1167,99.80117216,3.35945271
30,23,13,10,23,0,6.866667,100,0.528205154
273524,242952,62606,180346,312117,29844,37977.88333,86.06986853,0.60661731
285248,188572,92107,96465,225420,28906,640116.75,95.95855766,6.949707948
17,3,3,0,5,2,3.55,100,1.183333333
11417695,10764015,2759392,8004623,11984700,209254,11162480.33,91.41067778,4.045268064
3835743,3401759,1016635,2385124,3854417,255855,4150251.217,94.53106546,4.082341466
6793,18730,11934,6796,19581,538,2373.583333,98.35635142,0.19889252
199890,195595,191074,4521,205929,4158,1393354.017,96.93910423,7.292221949
198970,196522,75838,120684,200210,1535,68538.26667,98.91632062,0.903745704
5890,9,7,2,9,0,42.35,100,6.05
19,16,8,8,18,1,5.583333,94.11764706,0.697916625
73735,81090,71281,9809,81497,208,20487.63333,99.75519443,0.287420678
536836,474288,386115,88173,494178,12007,1162141.633,98.36510284,3.009832908
1,1,1,0,1,0,0.05,100,0.05
1341518,1143989,380818,763171,1241972,41167,318577.65,95.26850738,0.836561428
679589,516212,295446,220766,594058,54665,2972966.683,95.70239139,10.06263982
10001543,8793463,5362500,3430963,10301499,909446,23981905.02,93.62663307,4.47215012
3733,20444,6713,13731,24501,1795,695.5,90.03787545,0.103604946
49,21,16,5,21,0,33.716667,100,2.107291688
119976,41901,17516,24385,68144,24994,13342.55,97.10544612,0.761734985
1324,1260,627,633,1313,10,1589.75,96.69992325,2.535486443
57779,52525,35179,17346,54693,1221,274800.05,98.22897965,7.81147986
798975,433844,303140,130704,451903,14767,443820.6833,99.24691629,1.464078259
2253870,2075248,1314404,760844,2157175,55495,13713539.5,98.74233946,10.43327584
496826,408546,204075,204471,431103,13567,812620.6,97.84689224,3.981970354
1191,27259,26757,502,27565,220,8108.166667,99.68550009,0.303029737
5,1,1,0,1,0,17.183333,100,17.183333
418911,214589,101894,112695,248434,27818,74483.45,97.26810385,0.730989558
43996,4,2,2,4,0,0.683333,100,0.3416665
7817,6794,4007,2787,7764,357,5076.05,91.72404482,1.266795608
62432,58634,35461,23173,59611,862,71080.3,99.80425199,2.004464059
81485,263,130,133,266,1,393.533333,99.24528302,3.027179485
839409,827404,395167,432237,834698,6324,308295.6833,99.88290313,0.780165559
4132,1305,1289,16,1306,0,117.283333,99.92343032,0.090987846
11,3,2,1,3,0,0.433333,100,0.2166665
2645,1949,1741,208,2586,635,1074.016667,99.89748847,0.61689642
762,4,2,2,4,0,0.783333,100,0.3916665
14168,13453,4685,8768,14547,100,15833.33333,93.11967883,3.37958022
30326,26316,15662,10654,28402,437,86472.71667,94.10334347,5.521179713
545183,418661,109943,308718,425162,2846,147340.8667,99.13453433,1.340156869
6885177,6595396,601877,5993519,7375025,57349,1229833.733,90.12965318,2.043330669
1414,28140,3119,25021,28531,84,244.933333,98.92080008,0.078529443
423,288,33,255,424,74,54.983333,82.28571429,1.666161606
77058,62007,15842,46165,67110,505,9880.65,93.09661437,0.623699659
268,238,120,118,274,26,28.533333,95.96774194,0.237777775
1420,1351,1038,313,1401,16,3649.4,97.54512635,3.515799615
6844,6303,1382,4921,7264,188,2616.583333,89.07574901,1.893330921
91193,64727,34842,29885,91467,22075,50174.05,93.27732303,1.440045061
14,114,63,51,129,13,1.7,98.27586207,0.026984127
11951,8566,5948,2618,10894,2028,2265.1,96.61628694,0.380817081
1462,2,2,0,2,0,31.633333,100,15.8166665
75,51,30,21,52,1,21.933333,100,0.7311111
12983,13382,12173,1209,13425,13,3608.3,99.77631971,0.296418303
77909,57955,37020,20935,62045,1354,394476.8,95.49191808,10.65577526
100,55,53,2,57,0,514.633333,96.49122807,9.710062887
4699753,3042977,1260896,1782081,3114274,39850,4610980.883,98.97714173,3.65690817
4639610,4246015,1945130,2300885,4704325,233342,8367014.3,94.96826537,4.301519333
2469,18758,8053,10705,21641,1769,714.1,94.39412238,0.088675028
30611,28224,12911,15313,28548,125,44078.85,99.29986279,3.414053908
185947,11,6,5,12,0,16.333333,91.66666667,2.722222167
36,33,21,12,33,0,24.216667,100,1.153174619
179554,178110,177203,907,182864,63,34072.13333,97.43382148,0.192277407
363278,343200,315603,27597,349615,1657,418408.5333,98.63259359,1.325743207
30,8,6,2,8,0,9.083333,100,1.513888833
164356,134200,70674,63526,155512,7744,742220.55,90.81803909,10.50203116
3183521,2817164,1061496,1755668,3193004,138496,4254934.117,92.22971425,4.008431607
3317,12044,4692,7352,13017,378,546.183333,95.29234908,0.11640736
79546,61352,46140,15212,69749,8179,13259.58333,99.64593146,0.287377185
75,38,19,19,42,4,81.966667,100,4.314035105
2045,985,361,624,1048,27,1526.183333,96.47404505,4.227654662
10108,5948,1539,4409,6078,1,5419.866667,97.87724206,3.521680745
320580,303191,89553,213638,306156,1591,287174.3333,99.54886477,3.206752798
466,812,540,272,884,66,24.8,99.26650367,0.045925926
16780,8118,3765,4353,9579,758,3827.533333,92.03038204,1.016609119
46,14,6,8,80,0,9.033333,17.5,1.5055555
1747,1343,720,623,2367,64,2590.583333,58.31524099,3.598032407
7425,5839,1963,3876,6000,37,6065.8,97.92050981,3.090066225
168033,131074,44536,86538,224397,5277,183079.3833,59.81836437,4.11081784
253,400,290,110,401,1,66.183333,100,0.22821839
1202,224,164,60,526,302,86.483333,100,0.527337396
558,113,24,89,304,3,50.55,37.54152824,2.10625
2999,827,726,101,840,0,857.016667,98.45238095,1.180463729
102205,77637,64485,13152,82176,69,36358.83333,94.55588439,0.563833967
260,896,853,43,913,0,80.366667,98.13800657,0.094216491
5125,2282,1885,397,2412,129,1078.233333,99.95619799,0.572007073
163,18,9,9,22,2,28.85,90,3.205555556
10501,2477,1827,650,3891,1336,6864.033333,96.94716243,3.756996898
22459,1271,608,663,2840,1529,2254.383333,96.94889397,3.707867324
3,1,1,0,4,3,0,100,0
436,143,42,101,316,173,54.7,100,1.302380952
2,2,2,0,2,0,8.35,100,4.175
2653,766,373,393,1006,227,1615.833333,98.33119384,4.33199285
4,273,271,2,274,1,0.25,100,0.000922509
97,87,6,81,87,0,0.65,100,0.108333333
54218,49852,19844,30008,62131,1010,59029.23333,81.56280166,2.974664046
109084,83993,46234,37759,105315,2798,254753.9167,81.93080172,5.510098989
16585633,15399375,1553369,13846006,15947525,143753,2191115.417,97.4411362,1.410556936
22966823,20832817,2809376,18023441,24148544,678781,5011311.667,88.76449668,1.783781048
1316,72102,11910,60192,77631,3218,369.733333,96.89435986,0.031043941
796,551,14,537,796,113,7.333333,80.67349927,0.5238095
193092,152952,61335,91617,173357,11772,46132.4,94.65730111,0.752138257
1183,1149,456,693,1206,3,662.9,95.51122195,1.45372807
3780,2190,1088,1102,2300,15,11739.51667,95.84245077,10.78999694
187395,90677,19605,71072,96321,430,35415.6,94.56257626,1.806457536
241671,223089,66652,156437,239277,1931,100691.3167,93.99315767,1.510702104
845,2002,970,1032,2100,81,90.15,99.15799901,0.092938144
95451,62684,16635,46049,86039,22971,17741.86667,99.39113338,1.066538423
91,84,61,23,85,0,477.95,98.82352941,7.835245902
6795,4626,2457,2169,4927,136,20517.78333,96.55604258,8.350746167
97696,79644,42397,37247,81570,1169,122230.3667,99.05846942,2.882995652
383739,311568,143321,168247,324800,4584,799638.6667,97.29932296,5.579354503
735,1657,800,857,1819,91,96.5,95.8912037,0.120625
16,11,2,9,16,2,0.216667,78.57142857,0.1083335
7628,1943,923,1020,6304,2418,535.866667,50,0.580570603
11,11,7,4,12,0,6.333333,91.66666667,0.904761857
94,31,16,15,33,2,57.933333,100,3.620833313
1812,401,188,213,452,34,1101.933333,95.93301435,5.861347516
1,1,1,0,1,0,2.316667,100,2.316667
2328,1710,433,1277,1839,119,1448.533333,99.41860465,3.34534257
302124,99476,63669,35807,110788,7114,89196.96667,95.95076876,1.400948133
930,287,236,51,311,11,3.816667,95.66666667,0.016172318
2671,369,346,23,406,36,105.283333,99.72972973,0.30428709
181,175,73,102,182,5,105.333333,98.8700565,1.44292237
222,137,70,67,141,2,701.333333,98.56115108,10.01904761
7775,6541,4914,1627,6631,86,4236.65,99.93888464,0.862159137
209290,139179,57196,81983,153140,9449,121531.1667,96.8599286,2.124819335
11,1134,570,564,1152,15,8.216667,99.73614776,0.014415205
46801,45026,1112,43914,49859,4459,495.583333,99.17621145,0.445668465
40935,33887,26527,7360,35375,436,112887.4,96.98903804,4.255566027
1245,1225,1057,168,1229,3,7885.75,99.91843393,7.460501419
